,Unnamed: 0,Asin,Rating,Subject,Review,ProductName,Url
753,165,B0BSQHTTN104,5.0 out of 5 stars,5.0 out of 5 starsStudent study table,Good product it's very strong,Foldable Laptop Table,https://www.amazon.in/Foldable-Multipurpose-Breakfast-Portable-Ergonomic/dp/B0BSQHTTN7/ref=sr_1_3?crid=23I5WAYFT8LX0&dib=eyJ2IjoiMSJ9.uSKinpYr8YM2YPvXBmNz8Q0IrK7mp5azRcZAGg3Bnmoh4OOtDAWxFo6xGwdar9axiK8h-LuooYwZAMzCYtp_BOnB-9m8s1e0oHXdYe9ohIOzM2uR2qkd2RqCMd1VHsmeoMqr44JrDJt9iA-ZNXNRpysHnV4EoOs_eWl8OzYCJ1J1shsbiy1_JUzNCgIi1YEuMUKwRQkpmsozrqEOuQXSxgVhMTD3aE6V5Tj2ipEMkXo.LasF-Bs2L9kcp1JSAlSuwCPk4E5BdxtZOMLQfNvWW1U&dib_tag=se&keywords=HF%2BHARSH%2BFASHION%2BMultipurpose%2BFoldable%2Bwith%2BCup%2BHolder%2C%2BStudy%2B%2C%2BBed%2BWood%2BPortable%2BLaptop%2BTable%2B(Finish%2BColor%2B-%2BPink%2C%2BPre%2BAssembled)&nsdOptOutParam=true&qid=1709528558&sprefix=hf%2Bharsh%2Bfashion%2Bmultipurpose%2Bfoldable%2Bwith%2Bcup%2Bholder%2C%2Bstudy%2B%2C%2Bbed%2Bwood%2Bportable%2Blaptop%2Btable%2Bfinish%2Bcolor%2B-%2Bpink%2C%2Bpre%2Bassembled%2B%2Caps%2C308&sr=8-3&th=98
754,166,B0BSQHTTN105,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsSuperb,,Foldable Laptop Table,https://www.amazon.in/Foldable-Multipurpose-Breakfast-Portable-Ergonomic/dp/B0BSQHTTN7/ref=sr_1_3?crid=23I5WAYFT8LX0&dib=eyJ2IjoiMSJ9.uSKinpYr8YM2YPvXBmNz8Q0IrK7mp5azRcZAGg3Bnmoh4OOtDAWxFo6xGwdar9axiK8h-LuooYwZAMzCYtp_BOnB-9m8s1e0oHXdYe9ohIOzM2uR2qkd2RqCMd1VHsmeoMqr44JrDJt9iA-ZNXNRpysHnV4EoOs_eWl8OzYCJ1J1shsbiy1_JUzNCgIi1YEuMUKwRQkpmsozrqEOuQXSxgVhMTD3aE6V5Tj2ipEMkXo.LasF-Bs2L9kcp1JSAlSuwCPk4E5BdxtZOMLQfNvWW1U&dib_tag=se&keywords=HF%2BHARSH%2BFASHION%2BMultipurpose%2BFoldable%2Bwith%2BCup%2BHolder%2C%2BStudy%2B%2C%2BBed%2BWood%2BPortable%2BLaptop%2BTable%2B(Finish%2BColor%2B-%2BPink%2C%2BPre%2BAssembled)&nsdOptOutParam=true&qid=1709528558&sprefix=hf%2Bharsh%2Bfashion%2Bmultipurpose%2Bfoldable%2Bwith%2Bcup%2Bholder%2C%2Bstudy%2B%2C%2Bbed%2Bwood%2Bportable%2Blaptop%2Btable%2Bfinish%2Bcolor%2B-%2Bpink%2C%2Bpre%2Bassembled%2B%2Caps%2C308&sr=8-3&th=99
755,167,B0BSQHTTN106,5.0 out of 5 stars,5.0 out of 5 starsworthy,go for it.👍,Foldable Laptop Table,https://www.amazon.in/Foldable-Multipurpose-Breakfast-Portable-Ergonomic/dp/B0BSQHTTN7/ref=sr_1_3?crid=23I5WAYFT8LX0&dib=eyJ2IjoiMSJ9.uSKinpYr8YM2YPvXBmNz8Q0IrK7mp5azRcZAGg3Bnmoh4OOtDAWxFo6xGwdar9axiK8h-LuooYwZAMzCYtp_BOnB-9m8s1e0oHXdYe9ohIOzM2uR2qkd2RqCMd1VHsmeoMqr44JrDJt9iA-ZNXNRpysHnV4EoOs_eWl8OzYCJ1J1shsbiy1_JUzNCgIi1YEuMUKwRQkpmsozrqEOuQXSxgVhMTD3aE6V5Tj2ipEMkXo.LasF-Bs2L9kcp1JSAlSuwCPk4E5BdxtZOMLQfNvWW1U&dib_tag=se&keywords=HF%2BHARSH%2BFASHION%2BMultipurpose%2BFoldable%2Bwith%2BCup%2BHolder%2C%2BStudy%2B%2C%2BBed%2BWood%2BPortable%2BLaptop%2BTable%2B(Finish%2BColor%2B-%2BPink%2C%2BPre%2BAssembled)&nsdOptOutParam=true&qid=1709528558&sprefix=hf%2Bharsh%2Bfashion%2Bmultipurpose%2Bfoldable%2Bwith%2Bcup%2Bholder%2C%2Bstudy%2B%2C%2Bbed%2Bwood%2Bportable%2Blaptop%2Btable%2Bfinish%2Bcolor%2B-%2Bpink%2C%2Bpre%2Bassembled%2B%2Caps%2C308&sr=8-3&th=100
756,168,B0752LL57V,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsBest buddy in the journey from Student to CA/CS/CMA,"🌟 As a CA Aspirant, I wholeheartedly recommend this calculator! Why, you ask? Well, let me break it down for you:1️⃣ It's CA/CS/CMA exam-approved! ✅2️⃣ Smooth, sensitive, and incredibly accurate – it's a dream to use! 💫3️⃣ It's packed with all the functions you need. ✨4️⃣ That GT Button? A true life-saver! Perfect for calculating PVAF and more. 🆘5️⃣ No need to press (X) twice to keep the first number constant – it's a time-saver! ⏳6️⃣ With both battery and solar power sources, you're always covered. What more could you ask for? ☀️🔋7️⃣ This calculator is the epitome of reliability. You can trust it so much that you could venture into CA Final exams with just one – although I wouldn't recommend it! 😅8️⃣ It even lets you convert your international format into Indian format with with pressure that is converting millions in lakhs with simplicity – flexibility at its best! 💰But hey, nothing's perfect, right? The one minor flaw could be the screen – the side view isn't as visible. Still, it's hardly a deal-breaker. 👀🙅‍♂️P.S. I chose this model after trying out Mj120DA and Mj120D, and I've been nothing but satisfied. 📊✅Some folks might not know the difference between 12D and 12Da – here it is: 12Da is the advanced version. In 12Da, you press multiplication twice for continuous multiplication. Simple, right?In 12D:2* = 42* = = 8, and so on...But in 12Da:2** = 42** = = 8, and so on... 🤯P.S. 2: I'm a CA now, and I'm still using my first calculator. It works as smoothly as it did on day one! 🎓💼Don't wait – get this calculator and thank me later! 🙌🎉",Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
757,169,B0752LL57V,5.0 out of 5 stars,5.0 out of 5 starsGood Quality,Calculator is really very good and quality is excellent.,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
758,170,B0752LL57V,4.0 out of 5 stars,4.0 out of 5 starsQuality is good,The quality is good and price too there are my calculators in the market but this one stands out because of its quality and price.Good product highly recommended for students,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
759,171,B0752LL57V,5.0 out of 5 stars,5.0 out of 5 starsGood quality,Great quality in this range,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
760,172,B0752LL57V,5.0 out of 5 stars,5.0 out of 5 starsPremium n Geniune,"I recommend this to all CA qualified and students of commerce background. It really offers decent calculations control as the keys are not so smooth or too hard. If you are using kind of citizen 128 , calculator you feel this as pretty premium n gets adapted to it after using",Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
761,173,B0752LL57V,5.0 out of 5 stars,5.0 out of 5 starsAmazing,Calculator is very accurate and working very well,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
762,174,B0752LL57V,4.0 out of 5 stars,4.0 out of 5 starsBest calculator,Buttons and quality of the calculator is top notch looks good and easy to hold due to its size has warranty which is very easy to register (6 months extended warranty is also available ),Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
763,175,B0752LL57V,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsBest Calculator,"Best calculator,Got this one @ ₹418, Buttons are amazing, Build quality is good...I recommend you to buy this one 👍This is best over all 🙌",Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
764,176,B0752LL57V,4.0 out of 5 stars,4.0 out of 5 starsBest Calculator Trusted Brand,The Calculation on calculator is awesome and its a trusted over ages CASIO👏,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
765,177,B0752LL57V,4.0 out of 5 stars,4.0 out of 5 starsGreat,No complaints at all. The product is working well. Although I found the same product a little cheaper in a nearby market but still. It's fine.,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
766,178,B0752LL57V,4.0 out of 5 stars,4.0 out of 5 starsReliable ! Sturdy !,One of the best calc out there,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
767,179,B0752LL57V,4.0 out of 5 stars4.0 out of 5 stars,4.0 out of 5 starsBest in segment,This Casio calculator is the best in segment and it works smoothly.,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
768,180,B0752LL57V,5.0 out of 5 stars,5.0 out of 5 starsBest calculator,This is one of the best calculator for ca student . I am using this calculator since past 3 years.,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
769,181,B0752LL57V,5.0 out of 5 stars,5.0 out of 5 starsBest product,Good one,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
770,182,B0752LL57V,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsBest for students,,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
771,183,B0752LL57V,5.0 out of 5 stars,5.0 out of 5 starsNice,Nice,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
772,184,B0752LL57V,4.0 out of 5 stars,4.0 out of 5 starsGood quality,Good quality,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
773,185,B0752LL57V,4.0 out of 5 stars,4.0 out of 5 starsSize is normaly but  good👍👍,GoodI like it,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
774,186,B0752LL57V,5.0 out of 5 stars5.0 out of 5 stars,"5.0 out of 5 starsGood for CA,CMA,CS student","The quality of the calculator is great , 5 Star.",Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
775,187,B0752LL57V,5.0 out of 5 stars,5.0 out of 5 starsQuality,Quality and the prices matches,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
776,188,B0752LL57V,5.0 out of 5 stars,5.0 out of 5 starsNice,Good product,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
777,189,B0752LL57V,5.0 out of 5 stars,5.0 out of 5 starsWorks very well,I wanted it for my study and work. it works well for both purposes. I would recommend for students and small usage for working professional,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
778,190,B0752LL57V,4.0 out of 5 stars,4.0 out of 5 starsGood,Good,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
779,191,B0752LL57V,4.0 out of 5 stars,4.0 out of 5 starsWorking,Welcome,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
780,192,B0752LL57V,4.0 out of 5 stars,4.0 out of 5 starsGood,Good but high price and package was old,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
781,193,B0752LL57V,3.0 out of 5 stars,3.0 out of 5 starsOkay.,Didn’t last long though.,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
782,194,B0752LL57V,4.0 out of 5 stars,4.0 out of 5 starsPerfect,Works perfectly fine. Highly recommended product.,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
783,195,B0752LL57V,5.0 out of 5 stars,5.0 out of 5 starsGood,The media could not be loaded.                Good item received.,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
784,196,B0752LL57V,5.0 out of 5 stars,5.0 out of 5 starsExcellent,Very good quality,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
785,197,B0752LL57V,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsCalculator,Best calculator for CA aspirants. Very good quality 👍,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
786,198,B0752LL57V,5.0 out of 5 stars,5.0 out of 5 starsmeets expectation,meets expectation,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
787,199,B0752LL57V,4.0 out of 5 stars,4.0 out of 5 starsbest for cost,only  one day  used but good,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
788,200,B0752LL57V,4.0 out of 5 stars,4.0 out of 5 starsIt's handy & smart,It's good & useful,Casio Calculator,https://www.amazon.in/Casio-MJ-12D-Desktop-Calculator-Grey/dp/B0752LL57V?pd_rd_w=iGeZV&content-id=amzn1.sym.29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_p=29b45bd4-f0c3-4ec8-9fe3-0244fb94c268&pf_rd_r=1XGTQ28XT48AD17S7C2R&pd_rd_wg=g1wbY&pd_rd_r=bc64bc20-6468-46e0-930e-61b78a5d1ff8&pd_rd_i=B0752LL57V&psc=1&ref_=pd_bap_d_grid_rp_0_5_i
